,loss,accuracy,val_loss,val_accuracy
0,0.5306264162063599,0.8364301323890686,2.3870251178741455,0.5282257795333862
1,0.42440474033355713,0.8669502139091492,2.6800217628479004,0.5147849321365356
2,0.3416050374507904,0.8953809142112732,2.997370481491089,0.5174731016159058
3,0.3207220733165741,0.8997089862823486,2.92999529838562,0.5073924660682678
4,0.2654885947704315,0.919334352016449,3.3034913539886475,0.5094085931777954
5,0.23633788526058197,0.931796133518219,3.4375975131988525,0.5430107712745667
6,0.2474285513162613,0.9288113117218018,3.292332410812378,0.5302419066429138
7,0.20015662908554077,0.938213586807251,3.401001214981079,0.5127688050270081
8,0.16291241347789764,0.9515707492828369,3.633155345916748,0.511424720287323
9,0.20253480970859528,0.9398552179336548,3.6875741481781006,0.5033602118492126
